,filename,dimensionality,noise,snr,cnr,psnr,ssim,mi,reflection_err,EVR,msk_vol,spc0,spc1,spc2,org0,org1,org2,dimx,dimy,dimz,dimt,slice,modality,mriseries,mrimfg,mrimodel,mriMagneticFieldStrength,mriSAR,mriPixelBandwidth,mriPixelBandwidthPE,dti_bvalueMax,dti_bvecnorm,ol_loop,ol_lof,ol_lof_decision
44,NNL_1001-0359_run-001_perf_000,4,0.030119216,7.331142,6.6671023,23.79180669784546,0.8904394612380502,-0.8344514282439613,0.032690328,0.54296875,2382314.0625,1.875,1.875,4.0,-118.822021484375,108.04266357421876,-63.80145263671875,108,125,36,25,0,perf,,Siemens,Prisma_fit,3,0.612842,2440,,,,0.2589399041733344,0.025738701688346452,0.0
45,NNL_1001-0361_run-001_perf_000,4,0.0329771,7.012755,6.337107,21.57782554626465,0.8027367718117934,-0.8204065875987935,0.03415398,0.49609375,2793276.5625,1.875,1.875,4.0,-130.16949462890625,99.0548095703125,-12.353507995605469,108,127,36,25,0,perf,,Siemens,Prisma_fit,3,0.668216,2440,,,,0.0,0.1739754710418793,0.0
46,NNL_1001-0362_run-001_perf_000,4,0.026092252,6.201955,5.462596,23.11626434326172,0.8731285778747595,-0.8430923830980693,0.02951348,0.5,2797284.375,1.875,1.875,4.0,-126.1016845703125,94.48388671875,-60.6649284362793,109,125,36,25,0,perf,,Siemens,Prisma_fit,3,0.513045,2440,,,,0.24085301522398725,0.17869582942282064,0.0
47,NNL_1001-0363_run-001_perf_000,4,0.031421345,6.891952,6.112108,22.340998649597168,0.8547644025347901,-0.8304700010952493,0.032803804,0.447265625,2563762.5,1.875,1.875,4.0,-123.38983154296876,104.52679443359376,-62.920257568359375,103,123,36,25,0,perf,,Siemens,Prisma_fit,3,0.505111,2440,,,,0.0,0.012116566481169246,0.0
48,NNL_1001-0364_run-001_perf_000,4,0.028207801,7.2800155,6.5757627,22.661654949188232,0.8578485278088921,-0.8285121128988826,0.025360271,0.4765625,2031904.6875,1.875,1.875,4.0,-123.38983154296876,107.2918701171875,-25.082355499267575,103,114,36,25,0,perf,,Siemens,Prisma_fit,3,0.575775,2440,,,,0.0,0.07589554383031404,0.0
49,NNL_1001-0365_run-001_perf_000,4,0.028364789,6.5172153,5.820095,22.46013164520264,0.8613335878143522,-0.9297656008217108,0.025517615,0.46484375,2248706.25,1.875,1.875,4.0,-120.0,103.66412353515624,-22.917415618896484,105,117,36,25,0,perf,,Siemens,Prisma_fit,3,0.607364,2440,,,,0.3031302755396767,0.042371682238426245,0.0
50,NNL_1001-0366_run-001_perf_000,4,0.025325855,7.2352047,6.559603,22.61855363845825,0.8609588535884312,-0.8610659352557596,0.028221248,0.3828125,2058581.25,1.875,1.875,4.0,-120.0,104.2266845703125,-23.2203369140625,98,119,36,25,0,perf,,Siemens,Prisma_fit,3,0.488515,2440,,,,0.0,0.005817140855558504,0.0
51,NNL_1001-0367_run-001_perf_000,4,0.028042626,7.153651,6.4230914,22.74967908859253,0.8929008013569466,-1.0077559039682678,0.031587016,0.337890625,2179518.75,1.875,1.875,4.0,-120.0,103.64068603515624,-41.31858444213867,96,111,36,25,0,perf,,Siemens,Prisma_fit,3,0.525177,2440,,,,0.11497037551712841,0.033224031323249054,0.0
52,NNL_1001-0368_run-001_perf_000,4,0.025706377,6.8637457,6.0984073,21.79228544235229,0.8337072073646912,-0.8090366264209288,0.017284775,0.373046875,1807678.125,1.875,1.875,4.0,-122.39532470703124,117.9603271484375,-30.329296112060547,98,101,36,25,0,perf,,Siemens,Prisma_fit,3,0.432763,2440,,,,0.26820867786830005,0.062065390255203697,0.0
53,NNL_1001-0369_run-001_perf_000,4,0.02761193,6.998267,6.237351,23.017613887786865,0.8482219466227044,-0.77710967608307,0.029316623,0.396484375,1972223.4375,1.875,1.875,4.0,-122.88983154296876,109.28240966796876,-62.561744689941406,97,117,36,25,0,perf,,Siemens,Prisma_fit,3,0.457874,2440,,,,0.0,0.024946286951764766,0.0
